Gene,Expression levels in AD samples (TPM),,,,,,,,,,,Expression levels in non-AD samples (TPM),,,,,,,,,,,,log2FoldChange,"Average abundance
log2(CPM)",Likelyhood ratio,P value,padj,Chromosome No,Location,
RP13-895J2.3,0.021902,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.00273775,0.00774352636077388,,0,0.167064,0.279182,0.479542,0.104,0.0,0.128516,0.229352,0.213652,0.130534,0.1731842,0.140833562961391,-3.82941141915672,-4.04199821030536,14.9058686466108,0.000113010873015173,0.0140090953855251,GL383548.1,51388,52900
RP3-359N14.1,0.01747,0.024248,0.001404,0.025552,0.0,0.027969,0.0,0.0,0.012080375,0.012888663922084,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.77158361681236,-4.68503368941025,11.5626695192155,0.00067289175232163,0.0355127558641394,chr6,106114201,106115873
RP4-740C4.6,1.130189,0.290772,0.82251,0.984027,0.675896,0.361116,0.832675,0.138382,0.654445875,0.35457208493758,,2.300169,1.627683,2.124232,2.931731,1.011384,3.184367,1.712574,1.425639,0.998007,1.162499,1.8478285,0.773067836329495,-1.21537517270292,0.920673987794545,16.5897896482472,4.64001527763495e-05,0.009247585784586,chr1,2281853,2284259
RP4-751H13.7,0.339116,0.58951,0.443616,0.993403,0.502017,0.18506,0.840576,0.152554,0.5057315,0.29668660311225,,0.219793,0.48036,0.523444,0.422713,0.159951,0.398922,0.439934,0.179614,0.272056,0.179561,0.3276348,0.139471936618725,1.05394958143327,0.159113565375638,10.5016922337768,0.00119265267545556,0.0495879062836806,chr7,149555489,149559581
RP4-773A18.4,0.754065,0.190163,0.493491,0.439004,0.295424,0.0,0.704281,0.0,0.3595535,0.290342453401398,,0.817261,1.988147,1.165925,2.499766,1.138238,0.536586,0.678217,0.75516,0.877805,0.756051,1.1213156,0.633445462480341,-1.51109018621136,-0.0691254423013172,10.9246244764554,0.000948944361648594,0.0435829442463895,chr1,112282463,112290420
RP4-814D15.1,0.126368,0.0,0.0,0.071167,0.0,0.0,0.061756,0.072205,0.041437,0.0482919382831426,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.31862577621736,-4.56705605920008,10.660898358785,0.00109424233269254,0.047410749088023,chr7,156990294,156991205
RP5-1039K5.16,1.443596,4.612376,4.427915,1.459074,2.38897,0.43268,2.259293,0.127412,2.1439145,1.66207199498973,,0.662397,1.225974,1.875978,0.814524,0.136337,1.483384,1.163021,0.858522,1.406,0.190175,0.9816312,0.558790656466226,1.57084897720086,0.110769410223954,11.1323101248154,0.000848368668503637,0.0407830859516876,chr22,38428172,38430235
RP5-1061H20.5,0,0.301318,0.246503,0.0,0.0,0.197987,0.0,0.0,0.093226,0.131598101209706,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,5.29532818063451,-4.09987735942572,12.1658600554443,0.000486722168293764,0.0302553124789325,chr1,229359208,229363309
RP5-1184F4.5,1.097401,0.902811,1.822104,0.447794,0.648571,0.216148,0.495477,0.093402,0.7154635,0.556317052741125,,0.277503,0.33135,0.937216,0.499199,0.062927,0.270163,0.300501,0.355988,0.299679,0.108872,0.3443398,0.241364640601357,1.44278984094828,-1.50621985220966,12.0963813995249,0.000505197723557329,0.0308950776321036,chr20,31037558,31041410
RP5-855F14.1,7.311242,2.418071,4.643104,19.577419,2.697973,1.387908,1.375138,0.337083,4.96849225,6.30031440130034,,2.18204,2.832881,3.372709,1.979772,0.544489,3.068725,0.809836,3.169994,2.110432,1.300099,2.1370977,0.998428155712551,1.32744889578148,2.45023113882886,11.7012718481004,0.000624573927458104,0.0342057107359224,chr1,234663637,234667525
RP5-857K21.11,265.387482,353.973511,267.877136,238.785065,521.00238,8880.485352,540.68866,130.14502,1399.79307575,3025.90917884538,,548.020752,250.71019,219.430557,166.514648,393.840637,436.860352,471.050873,104.860649,726.152893,320.791534,363.8233085,189.863275578551,2.64569793102732,8.71392289509941,14.696047900512,0.000126310979061155,0.0146262204683852,chr1,569756,570302
RP5-857K21.3,0,0.030836,0.150765,0.0,0.352989,0.0,0.086358,0.0,0.0776185,0.123948624188757,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.09423752687206,-4.57952066922515,10.6052278442293,0.00112768360712698,0.0481959207456558,chr1,529833,532878
RPL23AP23,0.111432,0.065269,0.108967,0.229815,0.0,0.0,0.0,0.0,0.064435375,0.0829376132901584,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,3.74825980937091,-4.65224420057946,10.5948591273425,0.0011340253941503,0.0482122552892922,chr1,235459180,235459650
RPRML,2.937008,0.867479,1.246565,0.851887,1.258877,1.086306,1.187516,0.106281,1.192739875,0.798522405103046,,1.719146,7.683531,6.44707,6.190147,3.722121,2.174863,3.845335,3.626832,1.898414,1.046427,3.8353886,2.26068810914018,-1.31632285754062,0.744574957341981,12.8795086197725,0.000332199450307033,0.0247021875615863,chr17,45055523,45056614
RSPO2,7.514801,2.09266,1.496898,6.755012,2.378325,5.223622,2.129295,0.360599,3.4939015,2.63683128542212,,10.445527,3.531038,21.565211,27.985621,10.531413,4.778812,21.507499,3.649642,9.307121,14.819447,12.8121331,8.46037588303201,-1.64564595689933,3.87162642251511,17.3741873493665,3.06966668431482e-05,0.00779516388637058,chr8,108911544,109095913
RTKN,29.544652,42.816836,108.602651,43.156581,46.557343,16.586345,24.223368,15.361788,40.8561955,29.9399723835989,,18.527108,38.841922,30.991812,15.982058,11.625008,49.830623,40.930715,32.834422,24.968569,6.563647,27.1095884,13.9711400560194,1.02385948843355,5.42908158029944,10.5302778978009,0.00117434552597791,0.0492242877798688,chr2,74652963,74669549
RTN1,474.084579,71.041839,156.805163,111.854422,194.814726,251.359839,259.017676,13.971449,191.618711625,142.217369160271,,324.482512,790.680177,851.903805,946.625499,357.937123,212.380036,361.74122,303.447113,326.349221,410.023732,488.5570438,265.875601646422,-1.15524173451271,8.86112069669557,12.4899946211313,0.000409137371776716,0.0276850231225191,chr14,60062694,60337684
RTN3P1,17.439806,14.76863,20.630531,16.62591,24.427849,17.468334,51.403069,2.158054,20.615272875,14.0060107074832,,47.394562,35.218166,48.23101,64.105835,51.571033,47.438019,65.404366,31.609549,42.510509,55.089108,48.8572157,10.9588210919637,-1.00322466256706,4.0281550313799,10.731794008733,0.00105310298015186,0.0464443708705334,chr4,146296695,146297405
RTN4RL1,3.390047,1.180707,0.709669,2.019343,1.320999,3.009566,5.284926,0.383194,2.162306375,1.64504100608082,,5.518537,10.816021,7.518418,17.379349,10.370784,2.966931,6.349372,8.876019,9.002935,4.680062,8.3478428,4.04906086502987,-1.58811140370212,3.61023904900279,19.4256540420085,1.04592624986721e-05,0.00512334702755534,chr17,1837971,1928639
RYR2,6.81106,2.134149,3.111857,3.02574,5.22402,5.694176,6.280287,0.319869,4.07514475,2.27369413714885,,6.988557,13.157582,15.276961,22.236613,6.446961,6.218301,8.357102,5.973063,7.191821,12.676714,10.4523675,5.32775855123201,-1.00721626950425,6.07729482944882,11.1348878304267,0.000847190532761044,0.0407830859516876,chr1,237205505,237997288
S100P,0.457655,0.070868,0.070552,0.310486,1.309503,0.0,0.0,4.707072,0.865767,1.61204193703115,,0.129471,0.473789,0.139202,0.286162,0.079399,0.254999,0.225344,0.172188,0.452356,0.0,0.221291,0.152457952023938,3.63346679810211,-0.10542018649381,14.0410868474614,0.000178859542422633,0.0177074073913484,chr4,6694796,6698897
S1PR3,8.557216,3.410799,1.365891,18.603802,3.6121,0.996234,1.53619,2.827803,5.113754375,5.95241643873854,,2.553279,2.339549,2.260206,2.714843,1.484012,1.831919,1.142087,1.851649,2.328495,1.651509,2.0157548,0.503268122782103,1.41005701791634,3.79351386459889,18.6042939710667,1.60857820262213e-05,0.00591507630105769,chr9,91606362,91619925
SAMD11,4.326987,1.085437,1.04731,7.889156,0.778892,0.0,0.910425,0.654797,2.0866255,2.67978912627388,,0.245357,0.576013,0.276621,0.298902,0.088178,0.524239,0.672447,1.679736,0.457811,0.071744,0.4891048,0.463879242260263,1.99050904632165,0.697716320482471,11.6611192152126,0.000638199343407626,0.0347170682556091,chr1,860260,879955
SAMD5,0.772406,0.30144,0.2819,0.248617,0.336289,0.279678,0.214472,0.114474,0.3186595,0.195234920862022,,1.125329,2.143156,1.531502,1.668266,0.840415,0.604161,1.023222,0.616572,0.533944,0.673238,1.0759805,0.542376482193412,-1.28921259139148,1.41621427007796,16.8586909789789,4.02685098287438e-05,0.00870682155270564,chr6,147830063,148058683
SAMD7,0,0.034612,0.0,0.028772,0.015909,0.101468,0.0,0.0,0.022595125,0.0348268214432395,,0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0,0,4.92518012238538,-4.38184741089286,12.2619461565772,0.000462289129382024,0.0291850291056573,chr3,169629360,169656963
SCDP1,0.364575,0.800227,1.472744,0.211148,0.464488,0.178672,0.648499,0.11554,0.531986625,0.447904904845385,,0.118241,0.510842,0.628306,0.361819,0.088788,0.145642,0.184337,0.189745,0.312772,0.188096,0.2728588,0.179005673085023,1.42338316819786,-1.67253239646053,10.5628610440845,0.0011538246991139,0.0486884790507608,chr17,20687958,20689038
SCG5,144.099627,40.338159,86.048939,43.905107,75.637886,69.988982,96.422696,8.473984,70.6144225,41.0947801436309,,176.13736,364.999758,344.972121,404.644418,153.670013,159.515446,177.073957,142.418289,124.239647,116.977158,216.4648167,109.665574767485,-1.21917540579546,6.67027180969336,22.8458401083332,1.75528823650078e-06,0.00191499677296906,chr15,32933877,32989299
SCN2A,23.781319,5.280152,8.353964,5.355342,16.103406,18.415091,29.66013,0.858541,13.475993125,10.1275866603299,,31.055948,43.290229,65.986071,80.88331,27.642163,21.462303,35.432272,25.321184,19.133048,39.939696,39.0146224,19.9887756043441,-1.16698935858083,7.14209361413803,10.496432286873,0.00119605263633872,0.0496199741708609,chr2,166095912,166248818
SCN2B,17.599327,4.053297,5.892049,6.269697,11.900033,12.042008,20.519096,0.902739,9.89728075,6.81396171517688,,28.265844,36.970985,46.167236,48.049934,24.809805,12.664886,40.427246,24.911814,20.338909,25.702415,30.8309074,11.5746121062988,-1.31717917424676,6.21701876047658,17.3102595890467,3.17468184283723e-05,0.00785061388987029,chr11,118032666,118047388
SCN4B,16.042408000000002,2.774378,4.459789,5.921576,3.956636,6.748117,10.287151,0.827796,6.377231375,4.81605857356365,,11.368366,35.121246,24.699674,34.441288,12.047698,5.996158,17.631821,13.510189,9.460737,10.14021,17.4417387,10.4547280744493,-1.09276862126854,4.96623079610907,13.6903674420958,0.000215557286746998,0.0195935691672484,chr11,118004092,118023603
SCN8A,9.507864,2.331638,3.909035,3.219153,5.921835,7.519614,12.862074,0.257822,5.691129375,4.1314132831212,,13.264905,20.405361,24.530784,35.023695,12.389886,8.346814,16.382261,11.004812,9.154389,14.556039,16.5058946,8.1965678647145,-1.1673475968901,6.23635044819873,11.0787838062771,0.0008732105331626,0.0414135630932399,chr12,51984050,52206648
SDR16C5,3.54232,0.457759,0.935033,0.213339,1.098886,0.638744,2.67089,0.066236,1.202900875,1.24528799550333,,3.748902,2.022462,8.3364,10.470851,4.070538,2.372205,3.828765,3.662734,3.401641,4.616209,4.6530707,2.66500948414564,-1.74316857510917,1.97092679716543,17.2189917115171,3.33089803048999e-05,0.00806091557985545,chr8,57212569,57233335
SEL1L3,12.109889,1.714944,4.087315,4.564682,2.426602,3.111043,5.7444,1.340869,4.387468,3.45371339341601,,8.308261,15.233017,20.785001,15.375011,7.350455,12.143632,9.919624,9.439099,5.419098,6.640271,11.0613469,4.81199455462663,-1.07280154787232,4.07097897292098,16.965836300221,3.80585232343394e-05,0.00851864075983163,chr4,25749055,25865382
SEPT10,17.206442,15.030187,33.605979,18.259283,9.334343,3.376757,8.292132,4.947574,13.756587125,9.72883990900057,,6.064003,17.82017,12.032066,5.726633,3.252666,8.820336,6.933469,7.197028,10.16409,3.12471,8.1135171,4.40863845720884,1.07505031331273,4.19483161402311,14.3462494431461,0.00015208235339115,0.0161998313980041,chr2,110300559,110371783
SERPINF1,31.470844,7.858895,15.577159,22.49099,17.364397,25.703924,30.706456,9.273914,20.055822375,9.0544905229793,,42.244834,47.228591,47.639519,103.352766,44.888373,86.392861,57.287683,45.784326,65.924615,44.842293,58.5585861,20.7874573699172,-1.17305639269118,5.03940952137965,17.7779501442167,2.48243572382287e-05,0.00720912064637772,chr17,1665253,1680868
SERPINI1,130.667282,31.524688,85.882029,20.469949,52.714973,62.779396,96.000184,5.911039,60.7436925,41.9442035469517,,144.664973,257.979987,340.991252,404.244518,126.835255,84.977729,138.053112,125.213727,125.109925,169.500037,191.7570515,106.401188253071,-1.31908801225515,7.15857840639668,17.473202802844,2.91386021599312e-05,0.0076844269766707,chr3,167453031,167543356
SFRP2,12.590784,11.66011,32.62109,66.476677,11.278995,0.894414,11.429554,4.158162,18.88872325,21.3790280984728,,1.572354,8.158075,24.717892,6.141503,2.303761,1.53774,8.316515,10.82098,1.514211,1.574321,6.6657352,7.2426190918474,1.83680296138302,3.8559302601032,14.6952268894742,0.000126366002500982,0.0146262204683852,chr4,154701744,154710272
SFRP4,1.582741,2.454365,4.105196,7.555561,3.380581,0.0,1.181998,0.551159,2.601450125,2.43360386022132,,0.686847,1.143347,1.32628,0.973681,0.693097,2.020327,0.551195,1.139357,1.064285,0.268985,0.9867401,0.485183204087888,1.76845629173712,1.53171374892687,12.3152051501654,0.000449283327782784,0.0287161010936922,chr7,37945543,38065297
SGK2,3.268605,5.036509,17.698269,4.088608,5.06877,1.181687,2.688012,0.8499,4.985045,5.37489940519746,,1.713494,4.140424,4.185963,2.338419,1.559649,3.37199,2.705631,3.121275,1.603524,0.795061,2.553543,1.15146637069801,1.26432481152446,2.26086304740549,13.0065227621627,0.000310407814915547,0.0237826504954314,chr20,42187608,42216877
SH2D1A,0.421133,0.395982,0.462918,0.672956,0.183506,0.105858,0.25549,0.275958,0.346725125,0.179634322319728,,0.082828,0.249515,0.16614,0.0,0.046365,0.1915,0.065714,0.110892,0.119317,0.01803,0.1050301,0.0791668066124377,2.23550841344907,-1.27878770012689,21.0447508349665,4.48680353683004e-06,0.00292049652284078,chrX,123480194,123507005
SH2D2A,1.003558,0.324579,0.47861,0.961233,0.273756,0.824015,0.47861,0.635605,0.62249575,0.280945659396337,,0.169605,0.309387,0.231505,0.209028,0.071449,0.808146,0.223529,0.113784,0.670355,0.0,0.2806788,0.259156818536919,1.77614970724777,-1.00428913694643,11.7453400334814,0.00060995763850193,0.0339322626293737,chr1,156776035,156786654
SH3GL2,104.912571,17.493155,26.642427,30.97147,30.561813,53.447234,84.402973,1.880315,43.78899475,34.9692294906879,,121.045795,121.290896,241.520654,336.185324,102.742893,71.914948,96.80188,88.703673,101.048557,145.167751,142.6422371,82.6636964907067,-1.40857268378587,7.17847193631796,15.1539909238313,9.90886434112079e-05,0.0130342323284792,chr9,17579080,17797127
SH3TC2,3.847804,7.435073,20.402953,5.674762,3.417655,1.492464,2.639222,1.244287,5.7692775,6.26457586561729,,1.499571,4.751079,2.981317,1.253975,0.981666,4.134312,3.120981,2.6563,2.332124,0.396537,2.4107862,1.3988871794433,1.58555782805774,3.79935409727307,16.6412121184247,4.51590445898985e-05,0.00924192602102086,chr5,148303202,148442726
SHISA9,6.481869,2.346779,4.205121,2.159447,4.008308,4.859773,11.328933,0.575827,4.495757125,3.30656966506198,,11.314804,6.945554,18.018047,19.965166,10.14104,10.161424,12.9736,10.441457,7.116645,13.751629,12.0829366,4.25228434913116,-1.08038550883898,4.9979523795722,12.0739477036974,0.000511313155963917,0.0310051657594682,chr16,12995477,13334272
SHROOM4,2.912171,5.055295,14.735879,4.692634,4.09302,1.404714,3.931932,1.011246,4.729611375,4.30047577151917,,2.713102,4.251425,4.802886,1.860933,0.905192,3.571619,2.181282,2.493914,3.176299,1.166934,2.7123586,1.26497580746635,1.20127662896949,3.41161020678231,14.7785733604062,0.000120901468489847,0.0144441545550876,chrX,50334647,50557302
SHROOM4,2.912171,5.055295,14.735879,4.692634,4.09302,1.404714,3.931932,1.011246,4.729611375,4.30047577151917,,2.713102,4.251425,4.802886,1.860933,0.905192,3.571619,2.181282,2.493914,3.176299,1.166934,2.7123586,1.26497580746635,1.20127662896949,3.41161020678231,14.7785733604062,0.000120901468489847,0.0144441545550876,JH806587.1,304762,527417
SIX2,0.669463,0.14258,0.097668,0.330644,0.179282,0.0,0.062699,1.327268,0.3512005,0.446950536105667,,0.099601,0.058732,0.030972,0.16183,0.191964,0.234043,0.132429,0.069685,0.0,0.0,0.0979256,0.0807214220268972,3.0341382967173,-0.805534359558374,12.7698204248664,0.00035225665192681,0.0254834603286777,chr2,45232300,45236569
SIX3,0.049069,1.55426,0.979338,0.369323,7.000962,0.0,1.498136,0.074706,1.44072425,2.33518444609553,,0.194942,0.159955,0.0,0.0,0.0,0.060612,0.0,0.775653,0.0,0.0,0.1191162,0.241985464512414,3.90995056288358,0.49974914062671,10.6297101815955,0.00111285154160337,0.0478146205989812,chr2,45168902,45173216
SIX5,2.543316,1.263968,1.536535,5.444538,1.444373,0.801043,1.4765,0.840006,1.918784875,1.52267000595912,,1.383924,0.919123,1.534781,1.333829,0.480269,1.650718,0.99452,0.825924,1.682359,0.614177,1.1419624,0.433102235844353,1.12901088644721,1.63139275012495,13.1350015600243,0.000289830033809407,0.0231544134660983,chr19,46268043,46272484
SLA2,0.287664,0.128613,0.164814,0.630661,0.128794,0.263647,0.263625,0.119009,0.248353375,0.169247308035935,,0.085799,0.294255,0.109625,0.158881,0.063149,0.138575,0.0,0.114674,0.149537,0.097071,0.1211566,0.0764083441403272,1.44941794186643,-1.46665889180128,10.900085702063,0.000961598109638462,0.0438088007648564,chr20,35240721,35274619
SLC17A7,236.440078,82.589762,61.762044,92.67718,84.040987,306.020334,445.996073,19.762186,166.1610805,148.452457567388,,473.32124,595.333738,487.693768,870.641929,610.262137,433.312037,530.805413,373.890411,531.953231,631.013365,553.8227269,137.437435203666,-1.40175101919597,9.47004898333249,12.0237424859422,0.000525271254907365,0.0315101545488868,chr19,49932658,49945617
SLC1A7,15.515855,1.32746,0.620135,0.658697,0.081263,2.628913,0.528835,1.649373,2.876316375,5.16934195125461,,0.472553,0.283976,0.458412,0.599973,0.068841,1.144515,0.130476,1.768973,1.767935,0.097431,0.6793085,0.654513184735418,2.3660985755703,1.47945115133766,12.8578770201453,0.000336061633134376,0.0248120394038678,chr1,53552855,53608289
SLC25A48,10.32554,13.074608,17.513135,32.575185,62.746573,4.496091,13.550075,3.322021,19.7004035,19.6125147910711,,11.272536,11.559383,10.763348,19.868602,7.797335,9.189107,12.16047,16.726594,6.170269,4.088926,10.959657,4.68858219064913,1.3168510032129,3.0990465781593,11.7320297645816,0.000614335530969071,0.0340576906724094,chr5,135170338,135224326
SLC26A4-AS1,20.910763,8.090083,11.921231,6.006344,4.43085,13.567991,17.698086,1.956294,10.57270525,6.62696595455856,,28.520877,31.184287,51.433007,63.515474,31.450403,14.430187,30.877001,23.064138,27.810207,34.053241,33.6338822,14.0191224276019,-1.42177032504046,5.21404346537365,16.6722046959491,4.44271984092463e-05,0.00919750001192825,chr7,107294421,107302596
SLC27A2,1.492626,0.590259,1.276356,0.995821,1.59326,0.795349,3.902618,0.174505,1.35259925,1.13344109590974,,3.259679,5.700381,5.041699,4.788237,2.525931,1.643811,3.885358,3.720695,2.450311,3.202899,3.6219001,1.27230306713477,-1.11718663197431,1.86353631141773,11.5705476600762,0.000670046806625825,0.0354286466969317,chr15,50474393,50528592
SLC31A2,2.428557,6.1608,29.637008,3.134848,3.084544,1.342627,1.095282,0.669274,5.9441175,9.72726086376862,,1.104381,4.574492,3.333821,1.055737,0.772904,3.74692,1.948147,3.211597,0.814671,0.312269,2.0874939,1.50206866869583,1.90533466669403,1.83980158712954,11.996856479745,0.000532903633922067,0.0316458089636238,chr9,115913222,115926417
SLC35F3,5.799641,1.047243,1.830171,2.186518,1.941376,3.791059,2.418633,0.368281,2.42286525,1.69145828565352,,4.894832,8.431323,9.833098,20.28571,4.53256,6.567174,3.85517,3.482017,3.105499,4.713021,6.9700404,5.16340914670447,-1.0399856596289,2.99826181305076,10.576734068064,0.00114519796227032,0.0485525255197158,chr1,234040679,234460262
SLC45A3,6.231042,13.244078,34.760088,10.474238,10.153297,2.351493,6.456015,3.797079,10.93341625,10.2859476726388,,2.705853,8.521634,6.014261,1.793128,2.076748,15.22276,4.864055,5.439222,4.81793,0.808635,5.2264226,4.20749871961029,1.42484589781367,3.90889256362414,12.6530233267589,0.000374958824972125,0.0265325176778943,chr1,205626979,205649587
SLC4A10,21.296164,3.616894,7.191862,3.172883,9.044515,10.124866,25.269738,0.325248,10.00527125,8.86837539112662,,25.086168,46.364513,60.716632,95.523816,21.997384,12.136054,24.61275,22.065518,12.914066,33.684566,35.5101467,25.832481432593,-1.48476896085613,6.20387129478517,12.8814755358917,0.00033185049775279,0.0247021875615863,chr2,162280843,162841792
SLC6A9,13.976931,15.165413,26.599743,16.158676,9.875868,3.803345,9.235449,3.349705,12.27064125,7.53995679837773,,4.360392,12.341086,6.210208,6.706313,3.498242,10.029744,6.969893,14.494565,6.81163,3.946389,7.5368462,3.65595111881898,1.0077104489829,4.14288592643944,13.4823905380148,0.000240812802506132,0.0210078328699944,chr1,44457172,44497139
SLC7A14,5.658325,2.217481,4.056936,3.36675,4.215338,2.856301,5.302134,0.20824,3.485188125,1.75819825132983,,6.583554,9.966627,13.420702,24.052589,6.985337,8.047111,6.133816,5.477739,4.243016,7.759906,9.2670397,5.79212536714928,-1.07933533738104,5.26895346421666,14.9497607157293,0.000110412064795985,0.0139565286101157,chr3,170177372,170303863
SLC7A4,1.866548,0.514797,0.787598,0.649519,1.337438,0.509128,3.236852,0.13597,1.12973125,1.00885449791176,,2.684482,7.488675,7.555079,9.065372,2.987525,0.977862,4.396735,5.442787,1.487354,1.494889,4.358076,2.90406352449487,-1.56719624942323,1.90142700688083,15.3792599891375,8.79483386641615e-05,0.0124169653861145,chr22,21383007,21387129
SLPI,43.743771,4.598328,4.337187,6.007789,5.117091,2.68943,2.28792,85.124451,19.238245875,30.0321503836587,,22.818314,7.232652,3.219259,7.023374,1.231317,5.73592,27.353003,2.907172,4.260678,1.927021,8.370871,9.0975297961886,2.66955521479404,3.29406667648526,12.1002441185588,0.000504152219732513,0.0308644714067378,chr20,43880880,43883205
SMIM5,1.161783,1.684279,5.641148,3.22921,1.776163,0.449904,0.428595,0.458397,1.853684875,1.80074161864823,,0.377054,1.729142,0.867589,0.283323,0.30436,2.09051,0.443323,0.654836,0.697644,0.317009,0.776479,0.633447567913697,1.54710921317483,1.37446241079471,14.8650957721145,0.000115480135072655,0.0142042471627734,chr17,73629514,73637484
SMOC1,32.512246,26.591062,49.020238,29.104346,27.104438,16.181781,21.832562,16.259841,27.32581425,10.5432456440105,,15.689979,19.678989,35.493773,18.277575,8.551367,19.086241,23.756622,37.74324,8.505672,5.16702,19.1950478,10.8944501558011,1.06542468258934,5.78986543109644,14.3340573325635,0.000153070424256239,0.0162122047734348,chr14,70320848,70499083
SMYD2,13.100948,4.014821,7.59599,7.237498,8.313084,10.776528,11.421872,3.580169,8.25511375,3.40538512015731,,29.961677,21.869048,23.224447,51.346147,29.929715,28.219824,22.770152,13.805682,28.764501,30.741853,28.0633046,9.71796432941064,-1.26221390541626,4.84698843478805,26.3925697539623,2.78610181670809e-07,0.000685974607732011,chr1,214454445,214510474
SNAI1,3.198893,1.790641,2.392903,3.662713,3.663052,1.069108,1.351826,1.032416,2.270194,1.12152795804397,,0.820121,1.106028,1.283506,0.945256,0.501578,1.840417,1.134049,1.51602,2.267467,1.205601,1.2620043,0.508617274019156,1.20153903420061,1.00866208166666,12.8155949076657,0.000343742091450467,0.0250639339535198,chr20,48599536,48605423
SNAP25,1001.258905,251.956619,291.858814,262.822025,525.657439,707.252499,1127.989568,37.637787,525.804207,388.917345807192,,1596.635479,2658.443396,2569.890606,3496.200094,1491.181733,1199.178957,1696.908903,1190.952538,1491.164435,1966.64749,1935.7203631,747.215598230913,-1.5444722659304,10.6210499675956,16.7732820558915,4.21222306805403e-05,0.00901017798016366,chr20,10199478,10288066
SNAP25-AS1,2.750927,1.147548,1.922744,1.407355,1.730577,1.218046,1.858095,0.309629,1.543115125,0.711070018942768,,5.075246,4.683194,4.33354,9.84485,3.519264,3.139047,3.303575,2.529755,4.032651,3.714197,4.4175319,2.05087581113373,-1.0219737097608,1.39201427322571,10.9821755475054,0.000919923753797107,0.0428055564944752,chr20,10002620,10349424
SNAP91,56.738819,12.170588,24.410372,18.490306,23.376912,24.429587,48.839924,2.514014,26.37131525,18.0338867737449,,59.294372,100.926407,157.507386,195.206137,54.976774,40.711321,57.859377,48.513099,37.918711,57.006688,80.9920272,53.8388199342561,-1.25779964435745,7.08613132328321,17.3881533746607,3.04719315990505e-05,0.00778086597675802,chr6,84262599,84419410
SNCA,112.552506,48.397774,68.130735,48.285925,51.872678,68.212563,132.248296,11.164206,67.608085375,38.4984096881739,,152.303228,189.343034,213.967699,357.305311,160.127897,159.31728,113.096383,105.200254,151.055018,192.808636,179.452474,70.9757611154437,-1.14606425396337,7.26539771192459,19.2732587591594,1.13281887031787e-05,0.00525822949239596,chr4,90645250,90759466
SNHG18,3.761013,1.738487,4.479718,2.976278,2.563939,0.841291,1.487472,1.078832,2.36587875,1.30781207845904,,0.661836,0.923876,1.739199,0.744506,0.656411,2.708114,1.534926,0.663552,1.613167,0.631614,1.1877201,0.693316159679206,1.32588773473349,0.988638209729839,14.0730205237958,0.000175848154188731,0.0175477700006122,chr5,9546312,9550721
SNORD14E,7.343026,10.363426,16.728994,33.930859,9.042049,1.440678,2.58157,0.352016,10.22282725,11.0003643336065,,2.061839,4.321561,5.684143,2.280769,1.824856,3.467149,1.496639,2.451209,3.19176,2.562723,2.9342648,1.27775044461957,1.93085088049135,-1.4822440173377,16.6105684000709,4.58945699989075e-05,0.009247585784586,chr11,122928785,122928869
SNX10,52.472313,15.963631,20.842344,14.068375,33.487028,29.76242,50.318458,1.683074,27.324705375,17.7657377969952,,64.41049,119.905486,113.676578,148.759181,61.853695,71.696826,59.24483,43.251709,52.918189,71.228802,80.6945786,34.4518933141613,-1.22574474960758,6.3854906908881,15.7698014269871,7.15352544890534e-05,0.0113472546959681,chr7,26331541,26413949
SNX18P3,0.975661,0.850572,2.203229,0.672327,0.392496,0.294507,0.574447,0.224552,0.773473875,0.6343426848313,,0.186812,0.532786,0.970581,0.669196,0.312059,0.332824,0.279791,0.382109,0.195406,0.188277,0.4049841,0.252666635042412,1.32461957914302,-0.695982474219184,12.6094291395558,0.00038380570398035,0.0267996710366254,chr9,38566257,38568208
SOWAHB,1.088516,0.177612,0.235537,0.093313,0.388627,0.833351,0.756869,0.015676,0.448687625,0.394359276907288,,1.328092,1.026959,3.569149,6.114366,1.958705,0.876197,2.725458,1.176501,0.649921,1.640057,2.1065405,1.66987515085505,-1.81163352945251,1.20791306260692,13.2671956097999,0.000270090940875257,0.0223938212164347,chr4,77816082,77819002
SOX10,30.685162,62.679647,104.873798,39.563939,53.118911,26.640891,46.938141,18.338513,47.85487525,27.2141489678065,,15.103458,33.540216,28.908266,16.619542,22.738766,57.871477,38.186077,42.055972,34.293749,12.36266,30.1680183,14.0862479841518,1.10146494100067,6.16184045739136,13.1480151250637,0.00028782398099501,0.0231266768111987,chr22,38366693,38383429
